退職,年齢,出張頻度,通勤距離,最終学歴,社員番号,職場環境の満足度,労働意欲,査定ランク,仕事への満足度,月給(ドル),転職回数,昇給率,能力評価,人間関係の満足度,ストックオプション,社会人歴,昨年の研修時間,ワークライフバランス,在職年数,現在の役職年数,昇進からの経過年数,現在の上司になってからの年数,残業_有,性別_男性,配偶者_離婚,配偶者_結婚,配偶者_独身,部署_人事,部署_研究開発,部署_営業,専攻_経営,専攻_科学,専攻_医学,専攻_工学,専攻_人事,専攻_その他,役職_経営層,役職_管理職,役職_主任,役職_一般
No,50,0,2,4,905,1,3,4,1,17924,1,11,3,4,1,31,3,3,31,6,14,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
No,39,1,2,3,909,4,2,2,4,5204,8,11,3,3,2,13,2,3,5,4,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
No,33,1,3,2,910,4,3,1,2,2277,3,11,3,3,1,7,4,4,4,3,0,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Yes,32,1,25,4,911,1,3,1,4,2795,1,24,4,3,0,1,2,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,29,1,7,1,912,1,2,1,4,2532,6,14,3,3,3,8,5,3,4,3,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,44,1,9,2,913,2,3,1,1,2559,1,13,3,4,0,8,0,3,8,7,7,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,28,1,5,4,916,1,3,2,4,4908,1,14,3,2,0,4,3,3,4,2,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
Yes,58,2,2,1,918,4,2,1,4,2380,9,14,3,4,1,3,3,2,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,43,1,8,3,920,1,3,2,2,4765,4,21,4,3,1,4,2,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Yes,20,1,2,3,922,3,2,1,3,2044,1,13,3,4,0,2,3,2,2,2,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
Yes,21,1,18,1,923,4,3,1,4,2693,1,19,3,1,0,1,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
No,36,1,14,1,924,3,3,2,4,6586,0,17,3,1,1,17,2,2,16,8,4,11,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,47,1,2,4,925,4,2,1,4,3294,1,18,3,1,0,3,3,2,3,2,1,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
Yes,22,1,3,1,926,2,3,2,3,4171,0,19,3,1,1,4,3,4,3,2,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Yes,41,1,2,4,927,2,1,1,4,2778,4,13,3,3,1,10,1,2,7,7,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,28,1,9,3,930,3,3,1,3,2377,5,18,3,2,1,6,2,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,39,1,6,3,932,4,3,1,1,2404,7,21,4,4,0,8,2,1,2,2,2,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,27,1,4,3,933,2,3,1,3,2318,1,19,3,3,0,1,2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,34,1,10,3,934,2,3,1,2,2008,1,14,3,2,2,1,3,3,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,42,1,14,2,936,3,2,2,3,6244,7,17,3,1,0,10,6,3,5,4,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
No,33,1,1,4,939,3,2,1,1,2799,3,11,3,2,0,6,1,3,3,2,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
No,58,1,5,3,940,3,2,3,2,10552,2,13,3,4,1,24,3,3,6,0,0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
No,31,1,7,4,941,2,2,1,3,2329,3,15,3,2,0,13,2,4,7,7,5,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
No,35,1,21,1,942,4,3,2,4,4014,1,25,4,4,1,10,2,1,10,6,0,7,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,49,1,8,2,944,1,3,3,2,7403,4,11,3,3,1,29,3,2,26,9,1,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,48,1,20,4,945,4,3,1,3,2259,4,17,3,1,2,13,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,31,0,20,2,947,4,3,2,3,6932,1,13,3,4,1,9,2,2,9,8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,36,1,7,4,949,2,3,1,4,4678,2,18,3,3,0,8,6,3,6,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
No,38,1,1,3,950,4,3,3,1,13582,1,13,3,2,1,15,3,3,15,12,5,11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
No,32,0,1,3,951,3,2,1,2,2332,6,20,4,3,0,5,3,3,3,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,25,1,19,2,952,3,2,1,2,2413,1,18,3,3,3,1,2,3,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
No,40,1,10,4,954,1,2,3,2,9705,2,12,3,2,1,11,2,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,26,2,1,3,956,3,2,2,1,4294,1,12,3,2,0,7,2,3,7,7,0,7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
No,41,1,6,3,957,4,3,1,1,4721,2,13,3,3,0,20,3,3,18,13,2,17,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,36,1,2,4,958,3,3,1,3,2519,4,21,4,3,0,16,6,3,11,8,3,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,19,1,21,3,959,4,2,1,2,2121,1,13,3,2,0,1,3,4,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
Yes,20,1,4,3,960,1,3,1,1,2973,1,19,3,2,0,1,2,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,31,1,12,3,961,4,3,2,4,5855,0,11,3,3,2,10,2,1,9,7,8,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,40,2,9,4,964,4,3,1,2,3617,8,14,3,4,1,3,2,3,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,32,1,3,4,966,3,3,2,1,6725,1,12,3,3,1,8,2,4,8,7,6,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Yes,36,1,3,1,967,3,2,3,4,10325,1,11,3,1,1,16,6,3,16,7,3,7,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,33,1,1,3,969,2,2,2,4,6949,0,14,3,1,0,6,3,3,5,0,1,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
Yes,37,1,1,4,970,1,2,3,3,10609,5,11,3,3,0,17,2,1,14,1,11,7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,45,0,4,2,972,3,3,2,2,4447,1,12,3,2,0,9,5,2,9,7,0,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,29,2,20,3,974,3,3,1,4,2157,1,15,3,2,1,3,5,3,3,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
No,35,1,18,3,975,3,3,2,3,4601,1,16,3,2,0,5,3,3,5,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,52,1,1,2,976,4,3,4,4,17099,2,15,3,2,1,26,2,2,9,8,7,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Yes,58,1,2,3,977,4,3,1,3,2479,4,24,4,1,0,7,4,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,53,1,2,2,981,3,3,4,3,14852,6,13,3,3,1,22,3,4,17,13,15,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
No,30,1,8,2,982,3,3,3,3,7264,5,11,3,1,1,10,2,4,8,4,7,7,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
No,38,0,10,3,983,3,3,2,4,5666,1,13,3,2,0,6,1,3,5,3,1,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
No,35,1,3,4,984,4,3,3,4,7823,6,13,3,2,1,12,2,3,10,9,0,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,39,1,2,5,985,1,4,3,3,7880,0,18,3,4,0,9,3,3,8,7,0,7,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,40,0,24,3,986,2,4,4,2,13194,4,16,3,4,0,22,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,47,2,16,4,987,3,4,2,3,5067,1,19,3,3,0,20,3,4,19,10,2,7,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,36,0,8,4,990,1,3,2,4,5079,4,13,3,4,2,12,3,3,7,7,0,7,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Yes,31,0,9,2,991,3,2,1,1,2321,0,22,4,1,0,4,0,3,3,2,1,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,33,0,17,3,992,4,3,4,3,17444,1,11,3,4,0,10,2,3,10,8,6,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
Yes,29,1,10,3,994,4,2,1,1,2404,6,20,4,3,0,3,5,3,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,33,1,13,1,995,2,3,1,4,3452,3,18,3,1,0,5,4,3,3,2,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,45,1,1,4,996,4,3,1,4,2270,3,14,3,4,2,8,2,3,5,3,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,50,1,1,2,997,4,3,4,4,17399,9,22,4,3,1,32,1,2,5,4,1,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,33,2,1,4,998,3,4,2,2,5488,1,13,3,1,1,6,2,3,6,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
No,41,2,9,3,999,1,3,5,3,19419,2,17,3,2,1,21,2,4,18,16,0,11,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,27,1,16,4,1001,3,3,1,2,2811,9,14,3,2,1,4,2,3,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,45,0,23,2,1002,4,3,2,1,3633,1,15,3,3,1,9,2,3,9,8,0,8,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,47,1,4,2,1003,4,3,2,4,4163,1,17,3,3,0,9,0,3,9,0,0,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,30,1,22,3,1004,1,3,1,3,2132,4,11,3,2,0,7,2,3,5,2,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,50,1,24,3,1005,4,3,4,3,13973,3,18,3,4,1,22,2,3,12,11,1,5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,38,2,10,1,1006,3,3,1,3,2684,0,17,3,2,1,3,0,2,2,1,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,46,1,7,2,1007,4,3,3,3,10845,6,13,3,2,1,13,3,3,8,7,0,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,24,1,17,1,1009,4,2,2,3,4377,1,15,3,2,2,5,6,3,4,2,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Yes,35,1,14,4,1010,3,2,1,2,3743,1,24,4,4,1,5,2,1,4,2,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,31,2,1,1,1011,3,3,2,1,4148,1,12,3,3,1,4,1,3,4,3,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,18,0,5,2,1012,2,3,1,4,1051,1,15,3,4,0,0,2,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,54,1,17,3,1013,3,3,3,3,10739,8,11,3,3,1,22,2,3,10,7,0,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
No,35,1,25,4,1014,3,3,3,3,10388,1,11,3,3,1,16,3,2,16,10,10,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,30,1,8,2,1015,2,4,3,1,11416,0,12,3,3,3,9,4,2,8,7,1,7,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Yes,20,1,11,3,1016,4,2,1,1,2600,1,15,3,1,0,1,2,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,30,2,5,3,1017,2,3,1,2,2422,0,17,3,1,0,4,3,3,3,2,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,26,1,2,2,1018,4,4,2,4,5472,1,12,3,2,0,8,2,3,8,7,1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,22,1,8,1,1019,2,1,1,1,2451,1,15,3,1,1,4,3,2,4,3,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,48,1,6,3,1022,1,2,2,3,4240,2,13,3,4,0,19,0,3,2,2,2,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
No,48,1,4,4,1024,3,2,3,3,10999,7,14,3,2,0,27,3,3,15,11,4,8,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
No,41,1,7,2,1025,4,3,2,3,5003,6,14,3,2,0,8,6,3,2,2,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,39,1,1,1,1026,4,2,4,4,12742,1,16,3,3,1,21,3,3,21,6,11,8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,27,1,2,4,1027,1,3,2,4,4227,0,18,3,2,1,4,2,3,3,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,35,1,10,3,1028,2,3,1,4,3917,1,20,4,1,1,3,4,2,3,2,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,42,1,5,2,1029,4,3,5,3,18303,6,13,3,2,0,21,3,4,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
No,50,1,9,3,1030,1,3,1,4,2380,4,18,3,2,0,8,5,3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,59,1,2,3,1032,3,2,4,4,13726,3,13,3,1,0,30,4,3,5,3,4,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
Yes,37,1,11,2,1033,1,1,2,2,4777,5,15,3,1,0,15,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,55,2,18,4,1034,3,3,2,2,6385,3,14,3,4,2,17,3,3,8,7,6,7,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,41,0,7,1,1035,2,1,5,3,19973,1,22,4,2,2,21,3,3,21,16,5,10,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,38,1,3,4,1036,2,3,2,4,6861,8,12,3,3,0,19,1,3,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,26,0,29,2,1037,2,1,2,1,4969,8,18,3,4,0,7,6,3,2,2,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
Yes,52,1,2,1,1038,1,1,5,4,19845,1,15,3,4,1,33,3,3,32,14,6,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
No,44,1,28,3,1039,4,4,4,4,13320,3,18,3,3,1,23,2,3,12,11,11,11,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,50,0,1,3,1040,4,3,2,3,6347,0,12,3,1,1,19,3,3,18,7,0,13,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,36,1,16,4,1042,3,4,1,1,2743,1,16,3,3,0,18,1,3,17,13,15,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,39,2,22,3,1043,4,3,3,1,10880,1,13,3,3,0,21,2,3,21,6,2,8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,33,0,8,1,1044,2,2,1,4,2342,0,19,3,4,0,3,2,2,2,2,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
No,45,1,11,2,1045,4,3,4,4,17650,3,13,3,2,1,26,4,4,9,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
No,32,0,29,4,1046,4,3,1,3,4025,9,12,3,2,0,10,2,3,8,7,7,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,34,1,1,4,1047,2,4,2,4,9725,0,11,3,4,1,16,2,2,15,1,0,9,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,59,1,1,2,1048,2,3,3,4,11904,3,14,3,3,1,14,1,1,6,4,0,4,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
No,45,1,24,4,1049,2,3,1,2,2177,1,16,3,1,0,6,3,3,6,3,0,4,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
No,53,2,2,3,1050,3,2,3,2,7525,2,12,3,1,1,30,2,3,15,7,6,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Yes,36,1,15,3,1052,1,3,2,3,4834,7,14,3,2,1,9,3,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Yes,26,2,2,3,1053,1,3,1,1,2042,6,14,3,2,1,6,2,3,3,2,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,34,1,10,4,1055,3,3,1,3,2220,1,19,3,4,1,1,2,3,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
No,28,1,10,1,1056,4,3,1,2,1052,1,22,4,2,0,1,5,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
No,38,2,3,4,1060,3,3,1,3,2821,3,16,3,1,1,8,2,3,2,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,50,1,2,4,1061,2,3,5,3,19237,2,11,3,4,1,29,2,2,8,1,7,7,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,37,1,3,3,1062,4,3,2,2,4107,3,15,3,1,0,8,3,2,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
No,40,1,26,3,1066,3,3,2,1,8396,1,14,3,2,1,8,3,2,7,7,7,5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,26,2,1,1,1068,1,2,1,3,2007,1,13,3,3,2,5,5,3,5,3,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,46,1,1,4,1069,4,3,5,4,19627,9,17,3,4,2,23,0,3,2,2,2,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,54,1,2,4,1070,3,2,3,3,10686,6,11,3,2,1,13,4,3,9,4,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,56,2,9,3,1071,1,3,1,3,2942,2,19,3,2,1,18,4,3,5,4,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,36,1,12,5,1073,4,2,3,4,8858,0,11,3,2,0,15,2,2,14,8,7,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,55,0,2,1,1074,3,2,4,1,16756,7,15,3,2,0,31,3,4,9,7,6,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
No,43,1,25,3,1076,3,2,3,4,10798,5,13,3,3,1,18,5,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Yes,20,2,9,3,1077,4,3,1,4,2323,1,14,3,2,0,2,3,3,2,2,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Yes,21,1,10,3,1079,3,2,1,1,1416,1,13,3,1,0,1,6,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,46,1,8,4,1080,4,2,2,1,4615,8,23,4,1,3,19,2,3,16,13,1,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,51,1,4,4,1081,1,3,1,3,2461,9,12,3,3,3,18,2,4,10,0,2,7,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,28,0,24,2,1082,2,2,3,1,8722,1,12,3,1,0,10,2,2,10,7,1,9,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
No,26,1,1,2,1083,1,2,1,1,3955,1,16,3,1,2,6,2,3,5,3,1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,30,1,20,3,1084,3,3,2,1,9957,0,15,3,3,1,7,1,2,6,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
No,41,1,7,2,1085,2,4,1,3,3376,1,13,3,3,0,10,3,3,10,6,0,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,38,1,17,1,1088,3,2,3,3,8823,0,18,3,1,1,20,4,2,19,9,1,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,40,1,20,4,1092,1,3,3,4,10322,4,20,4,4,1,14,6,3,11,10,11,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
No,27,0,8,5,1094,1,1,1,3,4621,1,19,3,4,3,3,4,3,3,2,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,55,2,2,1,1096,4,3,3,2,10976,3,18,3,2,1,23,4,3,3,2,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,28,1,10,3,1097,3,3,2,3,3660,3,13,3,4,0,10,4,4,8,7,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Yes,44,1,1,2,1098,2,2,3,1,10482,9,14,3,4,1,24,1,3,20,6,3,6,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
No,33,1,5,3,1099,4,2,3,4,7119,4,15,3,3,1,9,2,3,3,2,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Yes,35,1,4,3,1100,4,3,3,1,9582,0,22,4,1,0,9,2,3,8,7,4,7,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
Yes,33,2,29,4,1101,1,2,2,3,4508,1,22,4,2,0,14,4,3,13,7,3,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,28,1,15,2,1102,1,3,1,3,2207,1,16,3,4,1,4,5,2,4,2,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,34,2,3,1,1103,1,3,2,4,7756,0,17,3,3,0,7,1,2,6,2,0,4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
No,37,1,10,4,1105,4,2,2,4,6694,2,14,3,3,3,8,5,3,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,25,1,4,1,1106,4,3,1,4,3691,1,15,3,2,1,7,3,4,7,7,5,6,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Yes,26,1,21,3,1107,1,3,1,3,2377,1,20,4,3,1,1,0,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,33,1,25,3,1108,1,2,1,2,2313,4,20,4,2,0,5,0,3,2,2,2,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,42,1,2,2,1109,4,3,4,1,17665,0,17,3,4,1,23,3,3,22,6,13,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Yes,28,2,1,3,1111,1,2,1,2,2596,1,15,3,1,2,1,2,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,50,2,1,4,1113,4,3,2,3,4728,3,14,3,4,0,5,4,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
No,33,2,7,3,1114,4,3,2,2,4302,0,17,3,3,1,4,3,3,3,2,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,34,0,3,4,1115,3,2,1,4,2979,3,17,3,4,3,6,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,48,0,1,4,1116,1,4,4,4,16885,2,22,4,3,0,27,3,2,5,4,2,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
No,45,0,9,4,1117,2,2,2,3,5593,1,13,3,4,1,15,2,3,15,10,4,12,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,52,1,7,4,1118,2,3,3,2,10445,7,19,3,4,0,18,4,3,8,6,4,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
No,38,1,10,4,1119,3,2,3,3,8740,0,14,3,2,2,9,2,3,8,7,2,7,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,29,1,28,4,1120,3,3,1,4,2514,4,22,4,1,1,11,1,3,7,5,1,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,28,1,3,3,1121,4,3,3,2,7655,0,17,3,2,3,10,3,2,9,7,1,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,46,1,3,1,1124,1,3,4,3,17465,3,12,3,4,1,23,3,3,12,9,4,9,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
No,38,1,2,2,1125,4,3,3,2,7351,7,16,3,3,0,10,2,3,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,43,2,27,3,1126,3,3,3,1,10820,8,11,3,3,1,18,1,3,8,7,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Yes,39,2,2,3,1127,1,3,4,4,12169,7,11,3,4,3,21,4,3,18,7,11,5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,40,1,14,3,1128,3,2,5,3,19626,1,14,3,1,0,21,2,4,20,7,4,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,21,1,1,1,1131,4,2,1,2,2070,1,11,3,3,0,2,6,4,2,2,2,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
